frame_index,timestamp_sec,laplacian_var,tenengrad_mean,contrast_std,brightness_mean,selected,saved_path
86,2.868,203.250175,36.061799,54.228626,110.142,0,
87,2.902,273.708897,38.436440,54.389142,109.696,0,
88,2.935,246.154568,38.499153,54.507380,109.691,0,
89,2.968,186.089953,33.839931,53.989867,110.443,0,
90,3.002,162.180422,33.848987,54.115893,110.771,0,
91,3.035,217.499091,36.713713,54.402565,110.809,0,
92,3.068,191.937694,35.474998,54.560151,111.214,0,
93,3.102,190.603586,35.723684,54.646710,111.227,0,
94,3.135,201.912134,36.548688,54.787705,111.136,0,
95,3.168,220.411613,37.956160,54.909812,111.091,0,
96,3.202,207.380600,36.197596,54.598537,111.607,0,
97,3.235,262.509321,39.264213,54.612720,111.408,0,
98,3.268,212.889943,36.790899,54.530182,112.106,0,
99,3.302,246.562180,38.815251,54.535949,111.947,0,
100,3.335,244.800718,38.906905,54.552372,112.221,0,
101,3.368,284.310029,40.663712,54.618587,112.221,0,
102,3.402,261.826804,39.643692,54.567984,112.633,0,
103,3.435,254.221620,39.374002,54.550767,112.937,0,
104,3.468,249.869336,39.555140,54.556452,113.175,0,
105,3.502,271.717203,40.417418,54.613349,113.348,0,
106,3.535,279.629379,40.926497,54.731931,113.526,0,
107,3.568,382.363661,43.446808,54.867643,113.393,0,
108,3.602,279.734792,39.677504,54.731121,114.020,0,
109,3.635,355.321770,42.610386,54.879756,113.878,0,
110,3.668,330.282860,42.482573,54.958143,114.050,0,
111,3.702,273.168835,39.797954,54.838080,114.544,0,
112,3.735,279.554857,40.619672,54.928778,114.636,0,
113,3.768,359.890987,43.014725,55.057402,114.450,0,
114,3.802,367.557877,43.655311,55.182056,114.415,0,
115,3.835,296.358119,40.839095,55.004219,114.839,0,
116,3.868,345.783439,40.947989,55.022575,114.744,0,
117,3.902,384.065425,43.218504,55.192218,114.455,0,
118,3.935,262.744034,39.948280,55.055972,114.982,0,
119,3.968,163.853191,32.652257,54.470747,116.294,0,
120,4.002,224.430308,37.653199,54.718234,116.026,0,
121,4.035,317.935227,41.233455,54.917617,115.285,0,
122,4.068,349.354609,42.671445,55.018081,114.758,0,
123,4.102,418.956298,44.500619,55.062288,114.401,0,
124,4.135,286.392919,40.844772,54.885625,114.957,0,
125,4.168,382.282949,43.808491,54.977397,114.740,0,
126,4.202,411.842630,44.923940,55.093915,114.633,0,
127,4.235,460.452339,46.012745,55.146519,114.460,0,
128,4.268,341.361517,43.551254,55.072099,114.976,0,
129,4.302,435.974812,45.636770,55.101603,114.811,0,
130,4.335,411.383489,45.625703,55.155133,114.844,0,
131,4.368,456.322565,46.403292,55.150262,114.680,0,
132,4.402,384.155554,45.275520,55.124157,114.995,0,
133,4.435,471.447707,46.683400,55.135750,114.818,0,
134,4.468,471.935950,47.056550,55.195998,114.779,0,
135,4.502,466.166527,46.995006,55.184797,114.827,0,
136,4.535,411.076837,45.759033,55.147702,115.014,0,
137,4.568,99.803716,26.778291,53.881026,116.679,0,
138,4.602,109.067881,27.770993,54.100193,116.392,0,
139,4.635,150.244133,33.737485,54.928988,115.188,0,
140,4.668,188.502426,34.275792,54.858311,115.300,0,
141,4.702,186.465897,35.193718,54.848706,115.401,0,
142,4.735,153.997933,32.494565,54.740148,116.095,0,
143,4.768,168.617506,34.555800,55.090569,115.974,0,
144,4.802,138.420623,30.055303,54.559218,116.599,0,
145,4.835,283.066545,38.622341,55.279964,115.875,0,
146,4.868,100.185691,27.452668,54.485066,117.151,0,
147,4.902,173.625756,33.855128,55.007488,116.332,0,
148,4.935,353.339566,40.456093,55.193388,115.456,0,
149,4.968,322.622049,40.903591,55.319063,115.724,0,
150,5.002,351.697558,42.291970,55.325421,115.648,0,
151,5.035,341.818243,42.713596,55.359568,115.718,0,
152,5.068,363.119008,43.576135,55.507769,115.808,0,
153,5.102,422.340183,44.916638,55.597183,115.744,0,
154,5.135,436.159241,45.494803,55.681336,115.817,0,
155,5.168,465.271544,46.235908,55.729244,115.830,0,
156,5.202,368.003474,44.471356,55.686855,116.223,0,
157,5.235,404.684124,45.643056,55.789936,116.225,0,
158,5.268,378.257589,45.445841,55.818694,116.362,0,
159,5.302,443.584838,46.460055,55.762369,116.149,0,
160,5.335,379.072141,45.629376,55.862107,116.494,0,
161,5.368,452.956782,46.798448,55.915074,116.322,0,
162,5.402,462.320104,47.036696,55.985489,116.412,0,
163,5.435,476.951509,47.516801,56.050209,116.471,0,
164,5.468,485.278971,47.752986,56.124802,116.559,0,
165,5.502,460.268331,47.465882,56.167203,116.739,0,
166,5.535,440.633562,47.228131,56.248161,116.904,0,
167,5.568,402.969070,46.707258,56.302406,117.026,0,
168,5.602,405.756967,46.655391,56.336824,117.040,0,
169,5.635,375.769531,46.303226,56.388606,117.240,0,
170,5.668,379.573164,46.343389,56.437873,117.240,0,
171,5.702,417.694055,47.016616,56.463164,117.203,0,
172,5.735,464.221355,47.669801,56.516285,117.190,0,
173,5.768,497.843278,48.246250,56.576960,117.249,0,
174,5.802,542.419209,47.515615,56.651973,117.376,1,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first20s_20250907_111026/frames/frame_0000174.jpg
175,5.835,339.215938,43.558019,56.578230,118.195,0,
176,5.868,275.533837,42.131753,56.431229,118.482,0,
177,5.902,369.801087,44.735445,56.503336,118.284,0,
178,5.935,288.224460,42.565230,56.505702,118.740,0,
179,5.968,400.148089,45.234315,56.552141,118.458,0,
180,6.003,459.089995,46.448602,56.629647,118.362,0,
181,6.037,465.472269,46.959838,56.686723,118.393,0,
182,6.070,464.636865,47.081743,56.744328,118.424,0,
183,6.103,254.733307,39.595481,56.376141,119.208,0,
184,6.137,149.043144,32.241120,55.877045,119.953,0,
185,6.170,180.654319,34.363128,55.879575,119.453,0,
186,6.203,155.526235,33.353802,55.864688,119.612,0,
187,6.237,154.285380,33.816601,55.881554,119.740,0,
188,6.270,156.021828,34.437900,55.863736,119.836,0,
189,6.303,170.754625,35.817860,55.840188,119.800,0,
190,6.337,331.834482,42.089864,56.243742,119.270,0,
191,6.370,399.908435,44.191868,56.324481,119.077,0,
192,6.403,368.890503,44.318330,56.424462,119.035,0,
193,6.437,398.207440,45.271890,56.475715,118.746,0,
194,6.470,452.762166,46.441167,56.568624,118.456,0,
195,6.503,379.960256,45.437319,56.533433,118.720,0,
196,6.537,451.896107,47.001201,56.589361,118.532,0,
197,6.570,437.789271,46.979667,56.576830,118.531,0,
198,6.603,453.491274,47.558401,56.649385,118.355,0,
199,6.637,512.570967,48.688756,56.696921,118.114,0,
200,6.670,477.355026,48.478644,56.725726,118.218,0,
201,6.703,511.698161,49.075561,56.730499,118.124,1,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first20s_20250907_111026/frames/frame_0000201.jpg
202,6.737,366.213950,45.692975,56.583346,118.393,0,
203,6.770,301.910578,42.132283,56.414211,118.674,0,
204,6.803,253.836696,41.115643,56.337950,119.276,0,
205,6.837,419.627111,45.659147,56.506444,118.783,0,
206,6.870,242.338712,39.938454,56.299397,119.217,0,
207,6.903,236.366181,39.863347,56.314636,118.785,0,
208,6.937,439.747940,45.554273,56.680118,117.795,0,
209,6.970,274.799040,41.109433,56.464901,118.515,0,
210,7.003,213.044758,38.283860,56.262889,119.246,0,
211,7.037,381.459446,44.217324,56.514054,118.772,0,
212,7.070,298.904913,43.016844,56.507674,119.001,0,
213,7.103,290.813538,43.398243,56.562136,118.676,0,
214,7.137,339.668808,44.903461,56.719821,118.223,0,
215,7.170,456.762756,47.049561,56.807303,117.771,0,
216,7.203,314.728953,43.522745,56.663192,118.336,0,
217,7.237,271.212868,42.015097,56.516853,118.788,0,
218,7.270,463.979522,46.655807,56.701126,118.225,0,
219,7.303,396.962169,45.989068,56.760787,118.438,0,
220,7.337,473.915885,47.497165,56.848784,118.070,0,
221,7.370,438.167574,47.105007,56.838888,118.188,0,
222,7.403,339.124984,44.367367,56.706438,118.606,0,
223,7.437,312.725728,44.065060,56.642479,118.816,0,
224,7.470,445.805780,46.993416,56.764500,118.485,0,
225,7.503,496.881073,48.135807,56.857800,118.410,0,
226,7.537,484.732590,48.246805,56.862328,118.431,0,
227,7.570,402.455069,46.385284,56.732307,118.772,0,
228,7.603,400.107938,46.500671,56.731296,118.830,0,
229,7.637,501.393622,48.225700,56.828636,118.656,1,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first20s_20250907_111026/frames/frame_0000229.jpg
230,7.670,445.339931,47.206893,56.854262,118.863,0,
231,7.703,480.892430,48.060625,56.883652,118.702,0,
232,7.737,315.692492,41.930537,56.584089,119.309,0,
233,7.770,241.985240,38.474917,56.300773,120.051,0,
234,7.803,325.295158,43.230153,56.535006,119.697,0,
235,7.837,422.213540,45.958826,56.678485,119.499,0,
236,7.870,430.228165,46.685348,56.786434,119.469,0,
237,7.903,405.782722,46.422086,56.768183,119.400,0,
238,7.937,319.482594,42.631026,56.343178,117.744,0,
239,7.970,331.339436,43.916981,56.448925,116.484,0,
240,8.003,428.463311,46.789196,56.692692,116.157,0,
241,8.037,409.260638,46.578880,56.709803,116.270,0,
242,8.070,352.893689,44.669978,56.683369,116.609,0,
243,8.103,329.191510,43.749904,56.650897,116.872,0,
244,8.137,277.139276,41.268358,56.557272,117.374,0,
245,8.170,309.590824,42.635791,56.577647,117.245,0,
246,8.203,320.976705,43.109778,56.639598,117.365,0,
247,8.237,386.867567,45.843660,56.852664,117.336,0,
248,8.270,369.903354,45.510425,56.873027,117.575,0,
249,8.303,349.523024,44.718513,56.861767,117.833,0,
250,8.337,318.026323,42.732722,56.758776,118.179,0,
251,8.370,284.756845,40.927759,56.659073,118.584,0,
252,8.403,310.973392,42.694107,56.728966,118.393,0,
253,8.437,323.758640,43.555204,56.761131,118.452,0,
254,8.470,315.757929,43.233951,56.737367,118.549,0,
255,8.503,274.474416,39.254344,56.334015,119.078,0,
256,8.537,345.923238,43.496940,56.577873,118.598,0,
257,8.570,280.360517,40.453331,56.356080,120.281,0,
258,8.603,251.159384,39.711831,56.425492,122.633,0,
259,8.637,258.728804,40.661405,56.275414,123.008,0,
260,8.670,365.985065,44.628843,56.472694,122.721,0,
261,8.703,294.463826,39.302119,55.898327,123.290,0,
262,8.737,258.224794,40.292721,55.973067,123.283,0,
263,8.770,262.211339,40.991611,55.900221,123.200,0,
264,8.803,234.158482,39.707132,55.632008,123.232,0,
265,8.837,274.258876,42.151983,55.652506,122.907,0,
266,8.870,233.380090,39.117292,55.411586,122.426,0,
267,8.903,326.017706,44.040812,55.733490,121.714,0,
268,8.937,265.824187,40.444867,55.286281,121.802,0,
269,8.970,308.471500,42.938829,55.471096,121.617,0,
270,9.003,260.335379,39.413208,54.747392,121.836,0,
271,9.037,314.929914,42.821992,54.934460,121.676,0,
272,9.070,274.788606,40.801372,54.640236,122.076,0,
273,9.103,212.539454,38.193434,54.418396,122.655,0,
274,9.137,301.192159,42.217854,54.732295,122.423,0,
275,9.170,321.558480,43.055340,54.673222,122.734,0,
276,9.203,265.778311,39.710161,54.364716,123.257,0,
277,9.237,245.737513,39.518662,54.424059,123.555,0,
278,9.270,255.639185,39.868580,54.322079,124.161,0,
279,9.303,262.054415,40.130742,54.339706,124.550,0,
280,9.337,252.017628,39.232448,54.230161,125.050,0,
281,9.370,234.166242,38.150896,54.091124,125.729,0,
282,9.403,262.064430,39.453218,54.201880,126.004,0,
283,9.437,278.906434,40.120493,54.285620,126.127,0,
284,9.470,214.008691,36.297861,53.975759,126.990,0,
285,9.503,209.277874,36.430646,53.898388,127.046,0,
286,9.537,164.892668,32.663585,53.308046,127.612,0,
287,9.570,198.870964,35.604785,53.766329,127.055,0,
288,9.603,194.469143,34.176015,53.475755,127.347,0,
289,9.637,213.985339,36.213574,53.762614,126.851,0,
290,9.670,242.457800,36.793231,54.026707,126.724,0,
291,9.703,200.631818,33.905746,53.575944,127.105,0,
292,9.737,155.764442,31.340696,52.730931,128.265,0,
293,9.770,187.844764,33.911021,52.891775,127.832,0,
294,9.803,186.301830,33.374438,52.634957,127.452,0,
295,9.837,198.253717,34.396732,52.744199,126.378,0,
296,9.870,201.984410,33.698699,52.744426,125.521,0,
297,9.903,198.626364,34.151294,52.959583,124.605,0,
298,9.937,189.738341,34.558721,53.247628,123.551,0,
299,9.970,174.499616,31.700612,52.758354,123.038,0,
300,10.005,202.598691,33.003143,52.936515,122.029,0,
301,10.038,192.237742,33.242114,52.989205,121.209,0,
302,10.072,177.609941,31.576401,52.522142,120.691,0,
303,10.105,213.970971,33.019409,52.831763,117.971,0,
304,10.138,211.074641,33.920679,52.776667,117.354,0,
305,10.172,197.910858,31.801491,51.987582,119.179,0,
306,10.205,222.925821,33.114236,52.064373,118.262,0,
307,10.238,202.399185,32.752188,51.677008,118.293,0,
308,10.272,164.915356,29.353286,50.899931,117.940,0,
309,10.305,164.634763,29.887977,50.760214,116.736,0,
310,10.338,170.286358,31.206727,50.554505,116.541,0,
311,10.372,185.925818,30.595935,50.039374,115.500,0,
312,10.405,192.099259,31.139368,49.714069,114.112,0,
313,10.438,157.562440,29.985795,48.766694,112.505,0,
314,10.472,166.754471,30.264454,48.096149,110.089,0,
315,10.505,198.045553,31.541030,48.084036,109.535,0,
316,10.538,167.037017,30.586077,47.700056,108.508,0,
317,10.572,179.163105,31.664075,47.655653,107.474,0,
318,10.605,182.882005,31.803610,47.437074,106.780,0,
319,10.638,238.334639,32.537332,47.382390,106.233,0,
320,10.672,156.877591,29.425762,46.936157,106.271,0,
321,10.705,161.699253,30.585387,46.880702,105.592,0,
322,10.738,182.625728,31.408261,46.709489,105.168,0,
323,10.772,135.921872,28.171254,45.726713,104.785,0,
324,10.805,165.810553,31.781216,46.272648,104.313,0,
325,10.838,130.033787,29.653403,45.585099,104.738,0,
326,10.872,121.375839,28.765174,45.041892,103.175,0,
327,10.905,167.800679,31.547231,45.529370,101.967,0,
328,10.938,161.163592,31.139480,45.026953,102.501,0,
329,10.972,135.428448,28.851172,44.539210,103.431,0,
330,11.005,126.015772,29.341312,44.597965,103.854,0,
331,11.038,192.650869,32.379797,44.745937,104.118,0,
332,11.072,96.132506,26.434748,44.075415,105.999,0,
333,11.105,158.872198,31.004057,44.916411,105.745,0,
334,11.138,155.927481,30.764291,44.758720,106.787,0,
335,11.172,98.576453,26.156891,44.840012,108.683,0,
336,11.205,117.081090,28.111963,45.640281,108.991,0,
337,11.238,166.052213,30.433152,45.860689,109.588,0,
338,11.272,115.420026,26.907286,45.823175,111.571,0,
339,11.305,115.442075,27.714095,46.337081,111.855,0,
340,11.338,173.684754,31.284817,47.108024,110.815,0,
341,11.372,180.262222,32.074315,47.649633,109.922,0,
342,11.405,194.951668,32.985749,48.176417,109.346,0,
343,11.438,200.538133,33.096153,48.288622,107.924,0,
344,11.472,210.155376,33.115321,48.203164,108.712,0,
345,11.505,161.825812,30.432664,47.715498,109.544,0,
346,11.538,206.197306,31.832824,47.790273,108.041,0,
347,11.572,187.989758,31.472357,47.838876,106.867,0,
348,11.605,187.075924,30.307155,47.682943,105.867,0,
349,11.638,152.510773,29.093278,47.567424,107.915,0,
350,11.672,143.966955,29.248671,47.693258,109.898,0,
351,11.705,151.682926,29.418009,47.951355,110.007,0,
352,11.738,220.551493,33.187958,48.403520,109.515,0,
353,11.772,286.180541,36.600331,48.703987,112.136,0,
354,11.805,227.857938,35.389998,48.463888,115.930,0,
355,11.838,213.638007,36.063534,48.578011,118.118,0,
356,11.872,254.400395,39.210356,48.951407,119.586,0,
357,11.905,308.980081,41.194166,49.306217,119.798,0,
358,11.938,294.878866,41.783332,49.637473,120.158,0,
359,11.972,261.079616,40.596084,49.747542,120.147,0,
360,12.005,316.213060,42.697820,50.088027,119.393,0,
361,12.038,320.310440,43.166083,50.109389,118.903,0,
362,12.072,345.361242,43.943045,50.214274,118.517,0,
363,12.105,268.214998,40.659566,50.089482,119.116,0,
364,12.138,237.174915,38.308984,50.028697,119.205,0,
365,12.172,243.040080,39.345076,50.182775,118.895,0,
366,12.205,346.512073,42.915143,50.342143,118.195,0,
367,12.238,253.780635,39.065657,50.178378,118.774,0,
368,12.272,353.537296,43.250940,50.409703,117.833,0,
369,12.305,329.548357,42.974898,50.414691,117.826,0,
370,12.338,304.584432,42.689892,50.451471,117.472,0,
371,12.372,278.639301,41.737497,50.336214,117.419,0,
372,12.405,260.788310,41.295220,50.299576,117.285,0,
373,12.438,273.989695,40.991081,50.259165,117.110,0,
374,12.472,346.493203,43.639042,50.354855,116.337,0,
375,12.505,274.946739,41.046385,50.207747,116.629,0,
376,12.538,290.350315,41.737983,50.293503,116.320,0,
377,12.572,366.076501,42.834163,50.395245,115.862,0,
378,12.605,221.053832,37.504764,49.835859,117.199,0,
379,12.638,238.384085,39.068128,49.936531,116.918,0,
380,12.672,277.826157,41.213545,50.128261,116.420,0,
381,12.705,227.915890,38.983544,49.935619,116.557,0,
382,12.738,281.952514,41.406445,50.088821,115.947,0,
383,12.772,330.982030,43.109943,50.238329,115.691,0,
384,12.805,274.650912,40.827822,50.111501,116.027,0,
385,12.838,311.660485,42.596786,50.142905,115.598,0,
386,12.872,275.238884,41.631708,50.127789,115.799,0,
387,12.905,284.165866,41.678918,50.156411,115.597,0,
388,12.938,312.508981,42.520881,50.144057,115.320,0,
389,12.972,326.436852,42.993205,50.148517,115.284,0,
390,13.005,315.868269,42.560388,50.184237,115.336,0,
391,13.038,178.065200,34.763632,49.678623,116.288,0,
392,13.072,307.714009,41.122224,50.219867,115.054,0,
393,13.105,334.166749,42.649428,50.409637,114.839,0,
394,13.138,317.775983,42.568659,50.528897,114.891,0,
395,13.172,242.619262,39.320471,50.459285,115.456,0,
396,13.205,235.503365,39.093784,50.560539,115.319,0,
397,13.238,308.962031,41.580470,50.763279,114.689,0,
398,13.272,306.914199,42.288464,50.919983,114.629,0,
399,13.305,246.356730,39.727604,50.825643,115.010,0,
400,13.338,211.224366,37.555043,50.720744,115.214,0,
401,13.372,181.986621,36.536491,50.718594,115.054,0,
402,13.405,203.288361,36.663406,50.719862,114.815,0,
403,13.438,230.559421,38.583132,50.914402,114.410,0,
404,13.472,232.635452,38.817939,50.943300,114.100,0,
405,13.505,316.544632,41.921650,51.177991,113.273,0,
406,13.538,257.064879,39.096781,51.185372,113.510,0,
407,13.572,285.948425,40.665492,51.228442,113.114,0,
408,13.605,244.278724,38.879208,51.157115,113.306,0,
409,13.638,300.943055,41.361744,51.261926,112.667,0,
410,13.672,304.464813,41.707014,51.337808,112.686,0,
411,13.705,242.359632,38.957127,51.237618,113.158,0,
412,13.738,282.956011,40.438668,51.262965,112.705,0,
413,13.772,286.522824,40.955413,51.262521,112.525,0,
414,13.805,286.758372,40.850450,51.218469,112.460,0,
415,13.838,289.753579,41.188117,51.245842,112.313,0,
416,13.872,313.546069,41.992895,51.312296,112.132,0,
417,13.905,279.621285,40.348634,51.126730,112.142,0,
418,13.938,293.871433,41.233278,51.218245,111.844,0,
419,13.972,280.049862,41.084967,51.294455,111.795,0,
420,14.005,280.577452,41.008929,51.252348,111.689,0,
421,14.040,184.343432,35.248499,50.803819,112.328,0,
422,14.073,268.761766,39.788323,51.155356,111.296,0,
423,14.107,249.839052,39.181631,51.051932,111.389,0,
424,14.140,251.019987,39.290231,51.069935,111.161,0,
425,14.173,194.187784,36.154771,50.779446,111.677,0,
426,14.207,221.116408,38.620686,50.989051,111.017,0,
427,14.240,215.467638,38.729659,50.892184,110.974,0,
428,14.273,200.434774,38.033706,50.805734,110.867,0,
429,14.307,227.678534,39.031122,50.795043,110.495,0,
430,14.340,234.129937,39.204041,50.877557,110.105,0,
431,14.373,200.449830,36.859324,50.582872,110.236,0,
432,14.407,172.412340,35.230770,50.493217,110.118,0,
433,14.440,240.550379,39.188730,50.714903,108.955,0,
434,14.473,167.061003,34.814599,50.328718,109.430,0,
435,14.507,242.313004,37.569434,50.330203,108.696,0,
436,14.540,192.990220,36.839793,50.357607,108.584,0,
437,14.573,232.361336,39.388265,50.425436,107.932,0,
438,14.607,207.544083,37.762147,50.219671,108.025,0,
439,14.640,207.103185,38.062233,50.154721,107.621,0,
440,14.673,176.049227,35.823907,49.985496,107.742,0,
441,14.707,190.725719,37.645955,50.137124,106.937,0,
442,14.740,181.408951,36.227098,49.716999,106.677,0,
443,14.773,222.930169,39.304957,49.759697,105.776,0,
444,14.807,160.212638,35.034614,49.146601,106.293,0,
445,14.840,204.788106,38.600590,49.128396,104.893,0,
446,14.873,218.613964,39.369660,48.855759,104.292,0,
447,14.907,225.381566,39.766316,48.550452,103.708,0,
448,14.940,191.686901,38.053705,48.164432,103.545,0,
449,14.973,179.851134,37.528089,48.009877,102.876,0,
450,15.007,179.989296,38.259864,47.818684,102.199,0,
451,15.040,205.785372,38.504502,47.648043,101.686,0,
452,15.073,206.746706,39.262705,47.539438,101.054,0,
453,15.107,232.291140,40.416596,47.532833,100.608,0,
454,15.140,219.397336,40.270743,47.638090,100.393,0,
455,15.173,196.068318,37.854079,47.520929,100.700,0,
456,15.207,238.722882,40.161521,47.537458,99.945,0,
457,15.240,214.218367,39.519329,47.697965,99.987,0,
458,15.273,219.232231,41.051549,48.200738,99.636,0,
459,15.307,197.796676,38.416519,47.741795,100.061,0,
460,15.340,197.400834,39.182347,47.980940,99.721,0,
461,15.373,240.652977,41.444775,48.037681,99.142,0,
462,15.407,204.318786,39.056009,48.084814,99.978,0,
463,15.440,185.104207,39.222851,48.053144,100.502,0,
464,15.473,259.143843,40.701337,48.454916,101.152,0,
465,15.507,271.816342,42.547720,48.863757,101.428,0,
466,15.540,194.899815,38.008061,48.596678,103.564,0,
467,15.573,264.455140,42.651792,49.237873,102.991,0,
468,15.607,195.362305,39.949494,49.476503,103.759,0,
469,15.640,230.758236,42.213933,49.805625,103.706,0,
470,15.673,208.008021,40.822303,49.942360,104.510,0,
471,15.707,210.857000,40.838111,50.034105,104.763,0,
472,15.740,260.023332,43.003973,50.457756,104.570,0,
473,15.773,271.445239,43.228594,50.619468,105.304,0,
474,15.807,196.473973,38.787279,50.264898,106.698,0,
475,15.840,225.236690,40.633470,50.234821,106.949,0,
476,15.873,246.356422,42.688363,50.379356,107.256,0,
477,15.907,204.567908,39.235603,49.750121,108.918,0,
478,15.940,220.388812,40.109303,49.731461,109.459,0,
479,15.973,236.394701,41.773645,49.874774,110.336,0,
480,16.007,216.304090,39.335614,49.509014,111.782,0,
481,16.040,196.007469,38.367863,49.294704,112.756,0,
482,16.073,226.531398,40.169948,49.160573,113.416,0,
483,16.107,231.939103,41.082929,49.163407,114.226,0,
